0.999622134 717 2.631152885 400 2.21148834 44743
0.992776732  0 209 1.141813964 19796
0.989924761  0 181 0.921918937 24306
0.99885117 536 1.652166618 329 1.603807697 25188
0.999549738 1092 2.210305115 781 2.965713241 39774
0.999543717 751 2.297063525 416 2.006068933 39035
1 49 0.167357137 220 1.172053516 26876
0.997885086 19 0.064450766 163 0.84514629 23405
0.998791981  0 166 0.831599684 25095
0.999274278 874 2.783288526 279 1.46583222 26894
1 615 1.687499726 324 1.441477799 35081
0.999159346 4 0.009353234 163 0.823003315 28153
1 904 2.280583598 253 1.165408902 37651
1 498 1.421290764 344 1.698272392 39805
0.999977271 639 1.922890074 230 1.082946053 34481
0.998924085 839 2.553516923 789 3.58147368 43418
1 338 1.178412753 582 2.798425904 38708
1 1333 3.548365602 980 4.150361435 124344
1 498 1.447612787 414 2.058143491 57965
0.999899953 360 1.091914643 375 1.698538168 41019
0.998232807 684 1.256032597 484 1.863404749 48222
1 774 1.798861636 353 1.43803477 58692
1 748 1.759446552 673 2.337894123 49895
1 1105 2.538418881 590 2.038047961 87106
0.999915551 568 1.28962335 504 1.824143937 51419
1 395 0.952917876 484 1.564902992 51923
0.99895832 785 1.328567948 590 1.735228673 87547
0.999391476 182 0.493941827 386 1.404508723 41245
0.997736927 1125 2.136238934 469 1.690585106 42574
1 438 1.290473927 533 1.918538099 43322
0.999658452 1024 2.513344437 742 2.543382214 80311
0.999271588 138 0.373272282 453 1.517669179 36936
0.999060504 325 0.747137775 510 1.808880472 38542
0.995358782 855 2.207967438 498 1.81182088 56559
0.998568201 877 1.67358654 436 1.369061064 63500
0.998119919 276 0.594972667 411 1.620237164 49635
1 1185 2.536548892 532 2.095613623 72418
1 610 1.47441555 336 1.406228578 42538
0.999171095 40 0.143187239 200 0.788523946 29497
0.999498544 345 0.688065434 279 1.059725552 31429
0.9995532 913 2.343411975 408 1.601359133 34552
1 305 0.742034771 234 1.0720289 32020
0.996162015 323 0.869989528 311 1.380643889 27894
0.99926925 297 0.848588873 291 1.357564208 28537
0.99979833 609 1.456703204 384 2.049640373 34965
0.997544892 811 2.370548344 316 1.622298304 33059
1 888 2.064051833 358 1.867433715 37772
1 851 1.919561024 399 1.893043386 68652
0.995150067 444 0.925132431 268 1.55024121 19999
1 534 1.161778165 272 1.50860623 25063
0.999844029 642 1.338159476 516 2.449180274 53224
0.999776834 467 0.846600496 291 1.342814149 69468
0.99994529 368 0.978832984 402 2.047433912 41106
0.999331612 230 0.546399008 365 1.779366807 23147
0.997152197 304 0.710144316 545 2.502652854 57571
0.999037455 723 1.688481754 525 2.540841695 26603
1 704 1.405271528 555 1.987760737 34663
0.996320725 614 1.79615479 319 1.65925915 37268
0.998000682 35 0.105221191 168 0.801269384 27278
0.996361363 21 0.066896419 172 0.862424598 24702
0.99058783 49 0.159555547 191 0.913772101 21109
0.998187252 682 2.26195679 258 1.223079431 35551
1 85 0.211612662 200 0.875265077 35137
0.999486295 584 1.623284288 238 1.154681809 32421
1 49 0.151042026 223 1.004739227 29553
1 790 2.436247923 337 1.556957033 34016
1 640 1.506414653 424 1.978751837 43623
1 519 1.163493277 509 2.087371067 44194
1 706 1.588742156 647 2.626939388 38527
1 1127 2.672316864 950 3.595422656 114194
0.999917503 275 0.838995649 588 2.761980852 47492
0.997456849 316 0.97374991 447 2.03780952 45914
1 619 1.295829413 514 1.834645298 49773
1 119 0.303880406 427 1.710804622 44002
0.999913785 1075 3.205666501 759 2.861306065 53942
0.999477394 652 1.399461062 590 2.204398238 109521
1 717 1.731342125 669 2.47713687 52681
0.999854833 289 0.575109326 389 1.379608251 41853
0.99995684 958 1.98681845 688 2.056206458 90664
0.997477329 27 0.077921606 406 1.470416187 37461
0.999402303 470 1.246465289 429 1.486757513 40264
0.997758798 413 1.169354083 366 1.353083874 39686
0.997687716 712 1.571488532 669 2.320138977 87642
0.997925319 510 1.541219579 431 1.52051593 42921
0.99734592 421 1.129728216 505 1.798385709 36692
0.761740467 584 1.626224476 386 1.390911766 28481
0.990494551 793 1.379413623 541 1.778166465 60518
0.998001539 82 0.245908752 340 1.349895207 39633
1 690 1.489248192 444 1.685581595 53579
0.99932707 285 0.768413627 364 1.460319484 41173
0.999543388 2 0.004610365 316 1.240701069 29344
0.997257636 427 1.281102105 300 1.183927169 33606
0.997123079 689 2.053579239 366 1.483528518 36539
0.998016783 287 0.806238691 328 1.34099674 30903
0.999343835 512 1.26456445 557 2.222456987 43426
0.998853254 284 0.603722239 279 1.120028503 39226
0.999080586 701 2.249479988 421 1.875169538 30263
0.998208128 296 0.762203997 238 1.166429417 23584
1 772 1.690294314 471 1.948579244 36052
1 772 1.87877221 416 1.9366512 63062
0.998303845 190 0.548627948 384 1.8284307 20345
0.999390375 461 1.090273568 334 1.626130685 20397
1 861 1.766711337 579 2.314512646 37154
1 800 2.070754908 523 2.183099421 62104
1 776 1.325456153 616 2.301974484 43237
0.991720987 438 1.186557817 502 2.207886075 18658
0.999421197 354 0.895525646 509 2.002553167 24721
0.994213557 592 1.702557985 540 1.995710505 28075
1 636 1.297863892 739 2.152173342 41334
1 878 2.212590334 586 2.420468617 36805
0.999149965 18 0.055221477 396 1.549255077 27175
0.99870992 303 0.899270847 400 1.706737502 23717
0.99878425 301 0.80119505 251 1.016282233 19581
0.99916445 518 1.532737472 407 1.572774158 29234
0.999958784 537 1.48667377 482 1.682008473 45925
0.998761313 616 1.662403473 368 1.457027668 38412
1 46 0.129705354 312 1.276876822 32442
1 915 1.987684785 342 1.27397103 40754
1 695 1.892371704 480 1.847359831 39168
1 388 1.048934617 491 1.772922146 50943
0.997326981 654 1.510302918 745 2.901846752 45561
0.999883325 1044 1.764848313 803 2.516100845 83423
0.999998081 657 1.798944225 760 2.868513585 50534
0.996985582 519 1.247562953 562 2.154670288 38184
0.999859295 664 1.095605986 536 1.699409548 37775
1 258 0.600482929 467 1.649194671 36920
1 876 1.650697092 578 1.981495283 48105
1 110 0.280648858 612 2.170090062 38061
1 823 1.575023103 402 1.22288517 46716
1 475 1.44209711 415 1.291547215 37859
0.998955847 911 1.628873779 515 1.329536314 72864
0.999425997 602 1.57061287 527 1.721314988 41029
0.998587757 463 0.924797421 434 1.334618178 39332
0.997449671 219 0.466627394 517 1.596354151 41818
0.997953257 1125 2.449402398 649 2.029891763 59123
1 377 0.843201181 556 1.800491713 39665
1 1060 2.421062313 524 1.799645803 53022
1 446 0.863219521 488 1.674066558 41143
1 468 0.772665272 479 1.515509349 41771
0.999376667 1234 1.777190455 723 2.11085571 65415
1 844 1.562968708 425 1.397066338 52104
0.999880051 705 1.298890832 407 1.300582064 44171
0.99997568 1155 1.788604309 523 1.665620351 50705
0.998286259 983 2.263617779 423 1.339840285 37371
1 332 0.770737536 447 1.443187761 38930
0.999202931 165 0.375865549 430 1.411573796 29092
0.999370474 466 0.920435998 475 1.587636059 36028
0.998951511 435 0.661606973 361 1.294539072 40145
0.99937974 631 1.418985721 393 1.519022257 28133
1 298 0.751977654 414 1.623545229 24742
1 621 1.056624788 381 1.499493023 31170
1 647 1.099272321 486 1.706127778 48716
1 817 2.232880273 624 2.508246681 24659
0.996754792 673 1.619221649 538 2.093808449 27877
1 832 1.612855229 526 1.994565299 34593
1 920 1.595999529 620 2.254351595 57442
0.999522965 473 0.86000769 415 1.596516917 41333
0.995801169 19 0.036614828 293 1.248318473 15751
0.999440991 204 0.445829825 393 1.582061952 20222
0.998704128 154 0.328457724 325 1.285302198 21735
0.998383032 908 2.209663086 529 1.908253724 25464
1 681 0.989530354 580 1.718557964 45477
1 387 0.931258898 369 1.452466833 40898
1 359 0.820681479 459 1.872510761 28411
1 76 0.177997492 400 1.592838593 27400
0.999207387 77 0.17717024 302 1.20100401 23929
0.808392545 659 1.402085894 366 1.528284956 31726
0.996287681 623 1.176900698 353 1.429712736 46183
1 443 0.853080951 376 1.459511065 44371
1 479 1.2172207 343 1.493966487 33095
0.998186344 297 0.900566849 414 1.943680773 29197
1 282 0.745624485 365 1.558119178 31649
1 782 1.948060855 602 2.403269452 38652
1 549 1.628618429 550 2.178681366 48650
1 778 2.068499983 819 2.847989013 75908
1 470 0.957644231 561 2.083537527 53928
0.999625028 301 0.75292249 378 1.422597103 29636
1 552 0.848115223 378 1.147048608 42994
1 698 1.585592629 484 1.604388349 63453
0.999995766 487 1.255409595 591 2.088874727 47820
1 708 1.525736431 697 2.286208312 79831
1 543 1.577953442 532 1.760280376 72196
0.999645356 982 1.56586357 608 1.745365414 99961
1 847 2.202005704 627 2.101780355 77248
0.998108578 684 1.671972027 561 1.958810718 55890
0.998487343 656 1.648174123 515 1.831543516 62136
1 672 1.708115328 605 2.198610432 69155
1 542 1.363385596 557 1.935453676 59390
0.998648312 569 1.458010864 569 2.044983574 66137
1 348 0.779442378 470 1.563013324 57854
1 1128 2.682816402 596 2.115231839 54979
