13.42857143,0.605465931
12.85714286,0.591274613
13.4,0.526784783
10.57142857,0.56310798
12.28571429,0.601280667
11.85714286,0.611827693
12,0.5405926
12.42857143,0.685606412
11,0.494808445
12,0.575313949
10.57142857,0.706369078
10.33333333,0.767657149
11.28571429,0.681445454
6.142857143,0.497612502
10,0.593602309
12.5,0.58496841
14,0.644848171
13,0.576040886
13.28571429,0.533936828
15,0.516560198
13.57142857,0.453172201
15,0.536270029
15,0.503399838
17.14285714,0.502761102
21,0.481106246
14.28571429,0.488746041
14.28571429,0.511438058
16.28571429,0.527480473
15,0.503713401
18,0.531259801
17.71428571,0.53193383
14.57142857,0.519456352
13.85714286,0.499994046
14,0.491265045
15.85714286,0.471310611
13.28571429,0.512654512
14.57142857,0.491292898
12,0.477314371
15,0.527338278
15.28571429,0.522240309
16.14285714,0.478661061
14.2,0.489607685
15.42857143,0.473833171
15.57142857,0.469368046
14.28571429,0.511619976
14.42857143,0.508327466
14,0.50901989
15.14285714,0.456234556
14.14285714,0.479770299
15,0.457688355
14.66666667,0.461999804
12.85714286,0.432577549
15,0.487115624
12.85714286,0.467682152
13.83333333,0.454905962
12.28571429,0.417582508
12.71428571,0.470145037
13,0.444848232
11.85714286,0.443849438
19,0.534664081
15.28571429,0.395972509
11.57142857,0.437222279
11.14285714,0.473607595
16.5,0.52337528
11.14285714,0.513832176
12.85714286,0.391074174
11.28571429,0.382083354
12.28571429,0.422646244
12,0.479621142
13,0.448656889
12.85714286,0.480714745
13.14285714,0.394534528
15.14285714,0.391211874
12.85714286,0.471817511
14.14285714,0.46243296
16.42857143,0.458140407
12.66666667,0.500636827
15.85714286,0.501487382
16.85714286,0.477902815
14.42857143,0.472471852
16.6,0.465884049
14.14285714,0.529792361
14.71428571,0.469504858
14.71428571,0.450227157
14.42857143,0.506745162
13,0.504387582
13.28571429,0.533946074
14,0.497320336
15,0.574415064
15.33333333,0.540653604
14.14285714,0.536227398
14.42857143,0.527268051
16.42857143,0.519664866
14.16666667,0.551266855
14.85714286,0.519439811
13.85714286,0.497636632
14.14285714,0.540326794
14.28571429,0.535285301
13.5,0.502095071
14,0.52763592
14,0.517030531
14.28571429,0.509218261
13,0.513233098
13.28571429,0.510932116
12.85714286,0.51899098
12.85714286,0.496360443
14.28571429,0.476866152
15.42857143,0.473870503
14.14285714,0.488297532
14.85714286,0.453660124
12.14285714,0.476933752
13,0.521239535
14.42857143,0.453390213
13.85714286,0.47414406
15.57142857,0.45591075
12.2,0.526176982
14.71428571,0.544291621
12.14285714,0.405926257
11.85714286,0.424506455
12.28571429,0.461059229
26,0.453006656
12.14285714,0.492960927
13.85714286,0.453804456
13.57142857,0.456980542
12,0.472894081
17,0.416056753
13.85714286,0.448815783
16.57142857,0.463689784
20,0.49766144
13.71428571,0.488292911
18.42857143,0.46014817
18.28571429,0.501850842
18,0.474878475
15.57142857,0.479555506
14.28571429,0.516723372
15.28571429,0.493403926
17.85714286,0.486682595
14.66666667,0.512636567
13.85714286,0.530042987
16.57142857,0.501035702
15,0.547189538
12.6,0.523643572
16.28571429,0.529578302
14.85714286,0.504547321
15.57142857,0.528306757
13.71428571,0.512030189
14,0.509838736
14.42857143,0.500411875
15.14285714,0.527428881
14.71428571,0.526592811
15.25,0.521472698
14,0.525434049
13.71428571,0.522835978
17.42857143,0.513773238
16.5,0.500576287
15.28571429,0.489622271
14.57142857,0.480332382
14.42857143,0.464277883
14,0.471687089
12,0.46739689
12.85714286,0.478849013
12.42857143,0.466770366
13.71428571,0.48165798
16,0.548246095
12,0.471407761
13.14285714,0.43018748
14.85714286,0.427998686
12.85714286,0.535266493
15.14285714,0.285365982
11.28571429,0.152960653
13.71428571,0.199947274
11.6,0.210094896
12.71428571,0.224146643
12.85714286,0.230860386
15.71428571,0.206635383
14,0.210536742
14.14285714,0.244210172
